Source,Target,Weight
Wasp / Janet Van Dyne,Invisible Woman / Sue,87
Wasp / Janet Van Dyne,She-hulk / Jennifer Wa,133
Wasp / Janet Van Dyne,Nova Ii / Frankie Raye,6
Wasp / Janet Van Dyne,Dr. Octopus / Otto Oct,12
Wasp / Janet Van Dyne,Sandman / William Bake,13
Wasp / Janet Van Dyne,"Parker, May",6
Wasp / Janet Van Dyne,Cyclops / Scott Summer,38
Wasp / Janet Van Dyne,Captain America,384
Wasp / Janet Van Dyne,Dazzler Ii / Allison B,6
Wasp / Janet Van Dyne,Moon Knight / Marc Spe,13
Wasp / Janet Van Dyne,Hercules [greek God],111
Wonder Man / Simon Wil,Wasp / Janet Van Dyne,186
Ghost Rider Ii / Johnn,Wasp / Janet Van Dyne,5
Bishop  / ,Wasp / Janet Van Dyne,6
Beast / Henry &hank& P,Wasp / Janet Van Dyne,119
Nomad Iii / Jack Monro,Wasp / Janet Van Dyne,8
Hawk,Wasp / Janet Van Dyne,269
Swordsman / Jacques Du,Wasp / Janet Van Dyne,12
Iceman / Robert Bobby,Wasp / Janet Van Dyne,30
Snowbird / Narya / Anne,Wasp / Janet Van Dyne,6
Beyonder,Wasp / Janet Van Dyne,8
Charcoal / Charlie Bur,Wasp / Janet Van Dyne,5
Dr. Doom / Victor Von,Wasp / Janet Van Dyne,35
Thing / Benjamin J. Gr,Wasp / Janet Van Dyne,89
Spider-woman / Jessica,Wasp / Janet Van Dyne,8
"Jarvis, Edwin",Wasp / Janet Van Dyne,160
Ant-man Ii / Scott Har,Wasp / Janet Van Dyne,19
Quasar Iii / Wendell V,Wasp / Janet Van Dyne,38
Firelord / Pyreus Kril,Wasp / Janet Van Dyne,7
Vanguard / Nicolai Kry,Wasp / Janet Van Dyne,7
Quicksilver / Pietro M,Wasp / Janet Van Dyne,124
"Harkness, Agatha",Wasp / Janet Van Dyne,15
Wizard / Bentley Wittm,Wasp / Janet Van Dyne,11
Lizard / Dr. Curtis Co,Wasp / Janet Van Dyne,12
Red Skull / Johann Sch,Wasp / Janet Van Dyne,10
Northstar / Jean-paul,Wasp / Janet Van Dyne,8
Volcana / Marsha Rosen,Wasp / Janet Van Dyne,9
Strong Guy / Guido Car,Wasp / Janet Van Dyne,6
Green Goblin / Norman,Wasp / Janet Van Dyne,5
Drax / Arthur Douglas,Wasp / Janet Van Dyne,7
Wolfsbane / Rahne Sinc,Wasp / Janet Van Dyne,9
Eternity / Adam Qadmon,Wasp / Janet Van Dyne,5
"Banner, Betty Ross T",Wasp / Janet Van Dyne,10
"Kincaid, Dr. Jane Fo",Wasp / Janet Van Dyne,11
"Jameson, Col. John",Wasp / Janet Van Dyne,6
Beetle / Abner Ronald,Wasp / Janet Van Dyne,14
Screaming Mimi / Melis,Wasp / Janet Van Dyne,10
"Jones, Gabe",Wasp / Janet Van Dyne,8
"Cooper, Dr. Valerie",Wasp / Janet Van Dyne,5
Shaman / Michael Twoyo,Wasp / Janet Van Dyne,10
Aurora / Jeanne-marie,Wasp / Janet Van Dyne,7
Power Man / Erik Joste,Wasp / Janet Van Dyne,21
Bulldozer / Henry Camp,Wasp / Janet Van Dyne,17
"Fury, Col. Nicholas",Wasp / Janet Van Dyne,27
Starfox / Eros,Wasp / Janet Van Dyne,62
Wolverine / Logan,Wasp / Janet Van Dyne,34
Darkhawk / Chris Powel,Wasp / Janet Van Dyne,10
Cannonball Ii / Sam Gu,Wasp / Janet Van Dyne,7
Warlock Iii,Wasp / Janet Van Dyne,5
Professor X / Charles,Wasp / Janet Van Dyne,38
Falcon / Sam Wilson,Wasp / Janet Van Dyne,42
"Rosenthal, Bernie",Wasp / Janet Van Dyne,9
Magneto / Magnus / Eric,Wasp / Janet Van Dyne,33
Moondragon / Heather D,Wasp / Janet Van Dyne,35
Zeus,Wasp / Janet Van Dyne,9
Thor / Dr. Donald Blak,Wasp / Janet Van Dyne,238
"Masters, Alicia Reis",Wasp / Janet Van Dyne,11
"Leeds, Betty Brant",Wasp / Janet Van Dyne,6
"Stankowicz, Fabian",Wasp / Janet Van Dyne,6
Galactus / Galan,Thunderstrike / Eric K,14
Galactus / Galan,Mephisto,6
Galactus / Galan,Starfox / Eros,9
Galactus / Galan,Human Torch / Johnny S,51
Galactus / Galan,Collector / Taneleer T,6
Galactus / Galan,Dr. Doom / Victor Von,23
Galactus / Galan,Enchantress / Amora / He,10
Galactus / Galan,Colossus Ii / Peter Ra,24
Galactus / Galan,Moondragon / Heather D,11
Galactus / Galan,Thanos,16
Galactus / Galan,Havok / Alex Summers,9
Galactus / Galan,Strong Guy / Guido Car,9
Galactus / Galan,Death,12
Galactus / Galan,Eternity / Adam Qadmon,15
Galactus / Galan,Wolverine / Logan,29
Galactus / Galan,Puck / Eugene Milton J,6
Galactus / Galan,Ant-man / Dr. Henry J.,5
Galactus / Galan,"Harkness, Agatha",5
Galactus / Galan,Pip / Prince Gofern,11
Galactus / Galan,Crystal [inhuman],10
Galactus / Galan,Gambit / Remy Lebeau,8
Galactus / Galan,Living Lightning / Mig,7
Galactus / Galan,Black Knight V / Dane,6
Galactus / Galan,Drax / Arthur Douglas,15
Galactus / Galan,Iceman / Robert Bobby,7
Galactus / Galan,Thanos Doppelganger,7
Galactus / Galan,Pharaoh Rama-tut,10
Galactus / Galan,"Hudson, Heather",11
Galactus / Galan,Sasquatch / Walter Lan,11
Galactus / Galan,Hercules [greek God],15
Galactus / Galan,Dr. Druid / Anthony Lu,7
Galactus / Galan,Lockheed,5
Galactus / Galan,Warlock Ii / Adam Warl,16
Galactus / Galan,Gamora,12
Galactus / Galan,Nova Ii / Frankie Raye,46
Firelord / Pyreus Kril,Galactus / Galan,18
Captain America,Galactus / Galan,37
Scarlet Witch / Wanda,Galactus / Galan,22
"Masters, Alicia Reis",Galactus / Galan,16
Polaris / Lorna Dane,Galactus / Galan,7
Thor / Dr. Donald Blak,Galactus / Galan,33
Dr. Octopus / Otto Oct,Galactus / Galan,11
Shaman / Michael Twoyo,Galactus / Galan,7
Puppet Master / Philli,Galactus / Galan,5
Silver Surfer / Norrin,Galactus / Galan,70
She-hulk / Jennifer Wa,Galactus / Galan,27
Sif,Galactus / Galan,6
Shadowcat / Katherine,Galactus / Galan,5
Odin [asgardian],Galactus / Galan,9
Northstar / Jean-paul,Galactus / Galan,5
Sersi / Sylvia,Galactus / Galan,5
Captain Marvel Ii / Mo,Galactus / Galan,13
Molecule Man / Owen Re,Galactus / Galan,10
Wrecker Iii / Dirk Gar,Galactus / Galan,11
Absorbing Man / Carl C,Galactus / Galan,12
Klaw / Ulysses Klaw,Galactus / Galan,7
Magneto / Magnus / Eric,Galactus / Galan,12
Ultron,Galactus / Galan,9
Titania Ii / Mary Skee,Galactus / Galan,8
Piledriver Ii / Brian,Galactus / Galan,11
Volcana / Marsha Rosen,Galactus / Galan,8
Bulldozer / Henry Camp,Galactus / Galan,10
Lizard / Dr. Curtis Co,Galactus / Galan,12
High Evolutionary / He,Galactus / Galan,5
"Richards, Franklin B",Galactus / Galan,13
Magus,Galactus / Galan,9
Psylocke / Elisabeth B,Galactus / Galan,10
Professor X / Charles,Galactus / Galan,23
Vision,Galactus / Galan,23
Spider-woman Ii / Juli,Galactus / Galan,10
Beast / Henry &hank& P,Galactus / Galan,6
Quasar Iii / Wendell V,Galactus / Galan,15
Angel / Warren Kenneth,Galactus / Galan,9
Cyclops / Scott Summer,Galactus / Galan,24
Invisible Woman / Sue,Galactus / Galan,47
Daredevil / Matt Murdo,Galactus / Galan,8
Dr. Strange / Stephen,Galactus / Galan,23
Black Widow / Natasha,Galactus / Galan,10
Nightcrawler / Kurt Wa,Galactus / Galan,16
Wonder Man / Simon Wil,Galactus / Galan,16
Marvel Girl / Jean Grey,Galactus / Galan,10
Storm / Ororo Munroe S,Galactus / Galan,25
Mr. Fantastic / Reed R,Galactus / Galan,53
Thing / Benjamin J. Gr,Galactus / Galan,53
Uatu,Galactus / Galan,20
Hawk,Galactus / Galan,16
Quicksilver / Pietro M,Galactus / Galan,6
Mockingbird / Dr. Barb,Thing / Benjamin J. Gr,21
Mockingbird / Dr. Barb,Moon Knight / Marc Spe,26
Mockingbird / Dr. Barb,"Rosenthal, Bernie",5
Mockingbird / Dr. Barb,Black Widow / Natasha,18
Mockingbird / Dr. Barb,Ka-zar / Kevin Plunder,17
Mockingbird / Dr. Barb,Zabu,16
Mockingbird / Dr. Barb,"Jones, Richard Milho",7
Mockingbird / Dr. Barb,Falcon / Sam Wilson,12
Mockingbird / Dr. Barb,Forgotten One / Gilgam,7
Mockingbird / Dr. Barb,Mephisto,6
Mockingbird / Dr. Barb,Human Torch Android / ,5
Mockingbird / Dr. Barb,Firebird / Bonita Juar,19
Mockingbird / Dr. Barb,Captain Marvel Ii / Mo,30
Mockingbird / Dr. Barb,Vision,60
Captain America,Mockingbird / Dr. Barb,51
She-hulk / Jennifer Wa,Mockingbird / Dr. Barb,33
Starfox / Eros,Mockingbird / Dr. Barb,19
Moondragon / Heather D,Mockingbird / Dr. Barb,6
"Fury, Col. Nicholas",Mockingbird / Dr. Barb,14
"Jarvis, Edwin",Mockingbird / Dr. Barb,15
Ant-man / Dr. Henry J.,Mockingbird / Dr. Barb,75
Ultron,Mockingbird / Dr. Barb,13
Wolverine / Logan,Mockingbird / Dr. Barb,11
Power Man / Erik Joste,Mockingbird / Dr. Barb,7
Sersi / Sylvia,Mockingbird / Dr. Barb,12
Doc Samson / Dr. Leona,Mockingbird / Dr. Barb,5
Invisible Woman / Sue,Mockingbird / Dr. Barb,15
Human Torch / Johnny S,Mockingbird / Dr. Barb,14
Hercules [greek God],Mockingbird / Dr. Barb,21
Shadowcat / Katherine,Mockingbird / Dr. Barb,5
Living Lightning / Mig,Mockingbird / Dr. Barb,12
Hellstorm / Daimon Hel,Mockingbird / Dr. Barb,7
Hellcat / Patsy Walker,Mockingbird / Dr. Barb,10
Mr. Fantastic / Reed R,Mockingbird / Dr. Barb,16
Thunderstrike / Eric K,Mockingbird / Dr. Barb,6
Spider-woman Ii / Juli,Mockingbird / Dr. Barb,16
Quasar Iii / Wendell V,Mockingbird / Dr. Barb,15
Dr. Strange / Stephen,Mockingbird / Dr. Barb,10
Storm / Ororo Munroe S,Mockingbird / Dr. Barb,6
Usagent / Captain John,Mockingbird / Dr. Barb,27
Daredevil / Matt Murdo,Mockingbird / Dr. Barb,7
Colossus Ii / Peter Ra,Mockingbird / Dr. Barb,6
Black Knight V / Dane,Mockingbird / Dr. Barb,22
Beast / Henry &hank& P,Mockingbird / Dr. Barb,9
Crystal [inhuman],Mockingbird / Dr. Barb,6
Thor / Dr. Donald Blak,Mockingbird / Dr. Barb,25
"Gyrich, Henry Peter",Mockingbird / Dr. Barb,6
Dr. Druid / Anthony Lu,Mockingbird / Dr. Barb,8
Wonder Man / Simon Wil,Mockingbird / Dr. Barb,104
Silver Surfer / Norrin,Mockingbird / Dr. Barb,5
Hawk,Mockingbird / Dr. Barb,147
Scarlet Witch / Wanda,Mockingbird / Dr. Barb,67
Quicksilver / Pietro M,Mockingbird / Dr. Barb,19
Silver Surfer / Norrin,Cloak / Tyrone Johnson,5
Silver Surfer / Norrin,Starfox / Eros,15
Silver Surfer / Norrin,Wong,12
Silver Surfer / Norrin,Collector / Taneleer T,15
Silver Surfer / Norrin,Odin [asgardian],8
Silver Surfer / Norrin,"Jameson, J. Jonah",5
Silver Surfer / Norrin,Black Widow / Natasha,8
Silver Surfer / Norrin,Molecule Man / Owen Re,5
Silver Surfer / Norrin,Sasquatch / Walter Lan,9
Silver Surfer / Norrin,Lyja Lazerfist [skru,5
Silver Surfer / Norrin,"Masters, Alicia Reis",42
Silver Surfer / Norrin,Living Lightning / Mig,7
Silver Surfer / Norrin,Lilandra Neramani [s,6
Silver Surfer / Norrin,Gladiator Ii,5
Silver Surfer / Norrin,"Harkness, Agatha",8
Silver Surfer / Norrin,Hogun [asgardian],6
Silver Surfer / Norrin,Angel / Warren Kenneth,14
Silver Surfer / Norrin,Professor X / Charles,11
Silver Surfer / Norrin,Wolverine / Logan,18
Silver Surfer / Norrin,"Cage, Luke / Carl Luca",5
Silver Surfer / Norrin,Balder [asgardian],5
Silver Surfer / Norrin,Iceman / Robert Bobby,12
Silver Surfer / Norrin,Havok / Alex Summers,8
Silver Surfer / Norrin,Mole Man / Harvey Rupe,5
Silver Surfer / Norrin,Thanos Doppelganger,6
Silver Surfer / Norrin,Moon Knight / Marc Spe,6
Silver Surfer / Norrin,Moondragon / Heather D,17
Silver Surfer / Norrin,Pharaoh Rama-tut,5
Silver Surfer / Norrin,"Banner, Betty Ross T",7
Silver Surfer / Norrin,Wonder Man / Simon Wil,23
Silver Surfer / Norrin,Clea,10
Silver Surfer / Norrin,Medusa / Medusalith Am,16
Silver Surfer / Norrin,She-hulk / Jennifer Wa,23
Silver Surfer / Norrin,Gamora,14
Silver Surfer / Norrin,Thanos,30
Silver Surfer / Norrin,Dr. Druid / Anthony Lu,6
Silver Surfer / Norrin,Beast / Henry &hank& P,21
Silver Surfer / Norrin,"Norriss, Sister Barb",27
Silver Surfer / Norrin,Hellstorm / Daimon Hel,12
Silver Surfer / Norrin,Gargoyle Ii / Isaac Ch,16
Silver Surfer / Norrin,Nighthawk Ii / Kyle Ri,14
Silver Surfer / Norrin,Hellcat / Patsy Walker,14
Silver Surfer / Norrin,Beta Ray Bill,5
Silver Surfer / Norrin,Volstagg,5
Silver Surfer / Norrin,"Jarvis, Edwin",7
Silver Surfer / Norrin,Human Torch / Johnny S,69
Silver Surfer / Norrin,Thor / Dr. Donald Blak,32
Death,Silver Surfer / Norrin,16
Swordsman / Jacques Du,Silver Surfer / Norrin,8
"Fury, Col. Nicholas",Silver Surfer / Norrin,10
Warlock Ii / Adam Warl,Silver Surfer / Norrin,27
Drax / Arthur Douglas,Silver Surfer / Norrin,30
Gambit / Remy Lebeau,Silver Surfer / Norrin,5
"Jones, Richard Milho",Silver Surfer / Norrin,12
Sif,Silver Surfer / Norrin,6
Black Bolt / Blackanto,Silver Surfer / Norrin,14
Crystal [inhuman],Silver Surfer / Norrin,17
Triton,Silver Surfer / Norrin,9
Karnak [inhuman],Silver Surfer / Norrin,11
Gorgon [inhuman],Silver Surfer / Norrin,13
Maximus [inhuman],Silver Surfer / Norrin,5
Nova Ii / Frankie Raye,Silver Surfer / Norrin,37
Ant-man Ii / Scott Har,Silver Surfer / Norrin,6
Mantis / ? Brandt,Silver Surfer / Norrin,18
Firelord / Pyreus Kril,Silver Surfer / Norrin,19
Puppet Master / Philli,Silver Surfer / Norrin,13
"Watson-parker, Mary",Silver Surfer / Norrin,5
Daredevil / Matt Murdo,Silver Surfer / Norrin,11
Mr. Fantastic / Reed R,Silver Surfer / Norrin,64
Loki [asgardian],Silver Surfer / Norrin,11
Captain America,Silver Surfer / Norrin,54
"Richards, Franklin B",Silver Surfer / Norrin,9
Thunderstrike / Eric K,Silver Surfer / Norrin,20
Captain Marvel Ii / Mo,Silver Surfer / Norrin,6
Black Knight V / Dane,Silver Surfer / Norrin,12
Hercules [greek God],Silver Surfer / Norrin,13
Magus,Silver Surfer / Norrin,8
"Hudson, Heather",Silver Surfer / Norrin,7
Colossus Ii / Peter Ra,Silver Surfer / Norrin,12
Polaris / Lorna Dane,Silver Surfer / Norrin,6
Quasar Iii / Wendell V,Silver Surfer / Norrin,16
Shaman / Michael Twoyo,Silver Surfer / Norrin,6
Storm / Ororo Munroe S,Silver Surfer / Norrin,13
Ant-man / Dr. Henry J.,Silver Surfer / Norrin,11
Usagent / Captain John,Silver Surfer / Norrin,5
Vision,Silver Surfer / Norrin,41
Invisible Woman / Sue,Silver Surfer / Norrin,61
Thing / Benjamin J. Gr,Silver Surfer / Norrin,73
Lockjaw [inhuman],Silver Surfer / Norrin,9
"Ross, Gen. Thaddeus",Silver Surfer / Norrin,5
Dr. Strange / Stephen,Silver Surfer / Norrin,70
Dr. Doom / Victor Von,Silver Surfer / Norrin,25
Strong Guy / Guido Car,Silver Surfer / Norrin,8
Doc Samson / Dr. Leona,Silver Surfer / Norrin,5
Mephisto,Silver Surfer / Norrin,33
Fandral [asgardian],Silver Surfer / Norrin,6
Pip / Prince Gofern,Silver Surfer / Norrin,15
Psylocke / Elisabeth B,Silver Surfer / Norrin,9
Marvel Girl / Jean Grey,Silver Surfer / Norrin,10
Eternity / Adam Qadmon,Silver Surfer / Norrin,11
Cyclops / Scott Summer,Silver Surfer / Norrin,15
Uatu,Silver Surfer / Norrin,17
Hawk,Silver Surfer / Norrin,26
Scarlet Witch / Wanda,Silver Surfer / Norrin,40
Quicksilver / Pietro M,Silver Surfer / Norrin,9
Hawk,Sersi / Sylvia,27
Hawk,Forgotten One / Gilgam,9
Hawk,Hela [asgardian],5
Hawk,Triathlon / Delroy Gar,7
Hawk,Binary / Carol Danvers,29
Hawk,"Fury, Col. Nicholas",36
Hawk,Black Widow / Natasha,99
Hawk,Doc Samson / Dr. Leona,10
Hawk,Luna / Luna Maximoff [,9
Hawk,Red Skull / Johann Sch,6
Hawk,"Gyrich, Henry Peter",30
Hawk,Beetle / Abner Ronald,42
Hawk,Machine Man / X-51,12
Hawk,"Le Fey, Morgan",5
Hawk,Sandman / William Bake,15
Hawk,Molecule Man / Owen Re,11
Hawk,Nightcrawler / Kurt Wa,22
Hawk,Wrecker Iii / Dirk Gar,12
Hawk,Dr. Octopus / Otto Oct,12
Hawk,Absorbing Man / Carl C,15
Hawk,Lizard / Dr. Curtis Co,13
Hawk,"Richards, Franklin B",15
Hawk,She-hulk / Jennifer Wa,87
Hawk,Gargoyle Ii / Isaac Ch,6
Hawk,Uatu,11
Hawk,"Ross, Gen. Thaddeus",11
Hawk,Storm / Ororo Munroe S,29
Hawk,Dr. Strange / Stephen,35
Hawk,"Cage, Luke / Carl Luca",11
Hawk,"O'brien, Michael",5
Hawk,Wolverine / Logan,33
Hawk,Zeus,7
Hawk,Power Man / Erik Joste,52
Hawk,Darkstar / Laynia Serg,5
Hawk,"Hogan, Virginia Pepp",12
Hawk,Ultron,41
Hawk,Thunderstrike / Eric K,11
Hawk,"Norriss, Sister Barb",18
Hawk,Black Knight V / Dane,53
Hawk,Invisible Woman / Sue,62
Hawk,Falcon / Sam Wilson,33
Hawk,Mandarin,5
Hawk,Firelord / Pyreus Kril,5
Hawk,"Banner, Betty Ross T",10
Hawk,Captain Marvel Ii / Mo,67
Hawk,Mantis / ? Brandt,20
Hawk,Leader / Sam Sterns,7
Hawk,Hellstorm / Daimon Hel,7
Hawk,Quasar Iii / Wendell V,33
Hawk,Shaman / Michael Twoyo,8
Hawk,Drax / Arthur Douglas,5
Hawk,Aurora / Jeanne-marie,5
Hawk,Northstar / Jean-paul,5
Hawk,Psylocke / Elisabeth B,6
Hawk,Iceman / Robert Bobby,24
Hawk,Moondragon / Heather D,30
Hawk,Pharaoh Rama-tut,46
Hawk,Gambit / Remy Lebeau,9
Hawk,Marvel Girl / Jean Grey,15
Hawk,"Dugan, Timothy Aloyi",16
Hawk,"Rosenthal, Bernie",7
Hawk,Captain America,322
Hawk,Crystal [inhuman],45
Hawk,Human Torch / Johnny S,67
Hawk,Bishop  / ,6
Hawk,Lockjaw [inhuman],10
Hawk,"Carter, Sharon",11
Hawk,Fixer Ii / Paul Norber,25
Hawk,"Bridge, George Washi",6
Hawk,Charcoal / Charlie Bur,36
Hawk,Spider-woman / Jessica,6
Hawk,Professor X / Charles,31
Hawk,Redwing,9
Hawk,Klaw / Ulysses Klaw,15
Hawk,Cyclops / Scott Summer,32
Hawk,Shadowcat / Katherine,11
Hawk,Firebird / Bonita Juar,26
Hawk,Stingray / Dr. Walter,6
Hawk,Whizzer Ii / Stanley S,8
Hawk,Dr. Spectrum / Joseph,8
Hawk,"Jarvis, Edwin",106
Hawk,Demolition Man / Denni,5
Hawk,"Stankowicz, Fabian",6
Hawk,"Masters, Alicia Reis",6
Hawk,Mr. Fantastic / Reed R,80
Hawk,Rage / Elvin Daryl Hal,9
Hawk,"Jones, Gabe",6
Hawk,Captain Marvel / Capta,22
Hawk,Dazzler Ii / Allison B,7
Hawk,Angel / Warren Kenneth,24
Hawk,Moon Knight / Marc Spe,28
Hawk,Hercules [greek God],83
Wonder Man / Simon Wil,Hawk,206
Spider-woman Ii / Juli,Hawk,49
Sunfire / Shiro Yoshid,Hawk,5
Thanos,Hawk,5
Scarlet Witch / Wanda,Hawk,301
Toad / Mortimer Toynbe,Hawk,10
"Jameson, J. Jonah",Hawk,8
Vision,Hawk,253
Daredevil / Matt Murdo,Hawk,25
Sasquatch / Walter Lan,Hawk,8
Moonstone Ii / Karla S,Hawk,43
Titania Ii / Mary Skee,Hawk,8
Piledriver Ii / Brian,Hawk,11
Ant-man Ii / Scott Har,Hawk,11
Living Lightning / Mig,Hawk,36
Thor / Dr. Donald Blak,Hawk,210
"Jones, Richard Milho",Hawk,50
Thing / Benjamin J. Gr,Hawk,80
Iron Fist / Daniel Ran,Hawk,5
Triton,Hawk,6
Mad Dog / Colonel Buzz,Hawk,8
Hyperion,Hawk,8
"Harkness, Agatha",Hawk,16
Enchantress / Amora / He,Hawk,27
Nomad Iii / Jack Monro,Hawk,18
Quicksilver / Pietro M,Hawk,152
Human Torch Android / ,Hawk,14
Attuma,Hawk,6
Wong,Hawk,6
Beast / Henry &hank& P,Hawk,65
Jocasta,Hawk,23
Swordsman / Jacques Du,Hawk,24
Mephisto,Hawk,7
Volcana / Marsha Rosen,Hawk,9
Colossus Ii / Peter Ra,Hawk,28
Hellcat / Patsy Walker,Hawk,19
Death,Hawk,6
Warlock Ii / Adam Warl,Hawk,5
Bulldozer / Henry Camp,Hawk,11
Ant-man / Dr. Henry J.,Hawk,263
Karnak [inhuman],Hawk,6
Citizen V Ii / Helmut,Hawk,13
Gorgon [inhuman],Hawk,7
"Cooper, Dr. Valerie",Hawk,12
Black Bolt / Blackanto,Hawk,9
Medusa / Medusalith Am,Hawk,8
"Carter, Peggy",Hawk,7
Screaming Mimi / Melis,Hawk,46
Mole Man / Harvey Rupe,Hawk,7
Darkhawk / Chris Powel,Hawk,9
Magneto / Magnus / Eric,Hawk,25
Starfox / Eros,Hawk,36
Usagent / Captain John,Hawk,72
Beyonder,Hawk,6
Dr. Doom / Victor Von,Hawk,33
Dr. Druid / Anthony Lu,Hawk,12
Collector / Taneleer T,Hawk,8
Odin [asgardian],Hawk,6
Loki [asgardian],Hawk,14
Scarlet Witch / Wanda,Sif,5
Scarlet Witch / Wanda,Ghaur [deviant],6
Scarlet Witch / Wanda,Screaming Mimi / Melis,13
Scarlet Witch / Wanda,"Kincaid, Dr. Jane Fo",7
Scarlet Witch / Wanda,Mr. Fantastic / Reed R,89
Scarlet Witch / Wanda,Lilandra Neramani [s,13
Scarlet Witch / Wanda,Thing / Benjamin J. Gr,99
Scarlet Witch / Wanda,Usagent / Captain John,104
Scarlet Witch / Wanda,"Masters, Alicia Reis",17
Scarlet Witch / Wanda,Jack Of Hearts / Jack,9
Scarlet Witch / Wanda,Uatu,17
Scarlet Witch / Wanda,Magus,13
Scarlet Witch / Wanda,Shadowcat / Katherine,13
Scarlet Witch / Wanda,Sersi / Sylvia,22
Scarlet Witch / Wanda,"Cortez, Fabian",7
Scarlet Witch / Wanda,Fixer Ii / Paul Norber,6
Scarlet Witch / Wanda,Forgotten One / Gilgam,6
Scarlet Witch / Wanda,Vision,422
Scarlet Witch / Wanda,Thor / Dr. Donald Blak,254
Scarlet Witch / Wanda,Mr. Fantastic Doppel,7
Scarlet Witch / Wanda,Thanos Doppelganger,9
Scarlet Witch / Wanda,Collector / Taneleer T,7
Scarlet Witch / Wanda,Hellcat / Patsy Walker,26
Scarlet Witch / Wanda,Hyperion,15
Scarlet Witch / Wanda,Gladiator Ii,5
Scarlet Witch / Wanda,Lockjaw [inhuman],18
Scarlet Witch / Wanda,X-man / Nathan Grey,6
Scarlet Witch / Wanda,Bishop  / ,6
Scarlet Witch / Wanda,Beta Ray Bill,6
Scarlet Witch / Wanda,Vanguard / Nicolai Kry,9
Scarlet Witch / Wanda,Captain Britain / Bria,7
Scarlet Witch / Wanda,Loki [asgardian],23
Scarlet Witch / Wanda,Wizard / Bentley Wittm,6
Scarlet Witch / Wanda,Dr. Doom / Victor Von,35
Scarlet Witch / Wanda,Rage / Elvin Daryl Hal,10
Scarlet Witch / Wanda,"Harkness, Agatha",39
Scarlet Witch / Wanda,"Jameson, J. Jonah",13
Scarlet Witch / Wanda,Karnak [inhuman],17
Scarlet Witch / Wanda,Captain America,374
Scarlet Witch / Wanda,Mephisto,10
Scarlet Witch / Wanda,Klaw / Ulysses Klaw,7
Scarlet Witch / Wanda,Sunfire / Shiro Yoshid,9
Scarlet Witch / Wanda,Sasquatch / Walter Lan,21
Scarlet Witch / Wanda,Living Lightning / Mig,56
Scarlet Witch / Wanda,Gamora,14
Scarlet Witch / Wanda,Thunderstrike / Eric K,29
Scarlet Witch / Wanda,Aurora / Jeanne-marie,8
Scarlet Witch / Wanda,Multiple Man / James A,7
Scarlet Witch / Wanda,Gambit / Remy Lebeau,15
Scarlet Witch / Wanda,Marvel Girl / Jean Grey,40
Scarlet Witch / Wanda,Iron Man Doppelgange,6
Scarlet Witch / Wanda,Forge,6
Scarlet Witch / Wanda,Puck / Eugene Milton J,10
Scarlet Witch / Wanda,Pharaoh Rama-tut,34
Scarlet Witch / Wanda,Wild Child / Kyle Gibn,7
Scarlet Witch / Wanda,Human Torch / Johnny S,88
Scarlet Witch / Wanda,Fandral [asgardian],7
Scarlet Witch / Wanda,Hogun [asgardian],6
Scarlet Witch / Wanda,Charcoal / Charlie Bur,7
Scarlet Witch / Wanda,Cyclops / Scott Summer,45
Scarlet Witch / Wanda,Toad / Mortimer Toynbe,26
Scarlet Witch / Wanda,Professor X / Charles,41
Scarlet Witch / Wanda,Black Knight V / Dane,45
Scarlet Witch / Wanda,Medusa / Medusalith Am,18
Scarlet Witch / Wanda,"Norriss, Sister Barb",23
Scarlet Witch / Wanda,Whizzer Ii / Stanley S,14
Scarlet Witch / Wanda,Sandman / William Bake,9
Scarlet Witch / Wanda,Stingray / Dr. Walter,7
Scarlet Witch / Wanda,Falcon / Sam Wilson,35
Scarlet Witch / Wanda,"Jarvis, Edwin",153
Scarlet Witch / Wanda,Dr. Spectrum / Joseph,14
Scarlet Witch / Wanda,Moonstone Ii / Karla S,12
Scarlet Witch / Wanda,"O'brien, Michael",8
Scarlet Witch / Wanda,Mole Man / Harvey Rupe,9
Scarlet Witch / Wanda,Spider-woman Ii / Juli,75
Scarlet Witch / Wanda,"Robertson, Joe",6
Scarlet Witch / Wanda,Havok / Alex Summers,16
Scarlet Witch / Wanda,"Hudson, Heather",13
Scarlet Witch / Wanda,Wolverine / Logan,40
Scarlet Witch / Wanda,Strong Guy / Guido Car,14
Scarlet Witch / Wanda,Nomad Iii / Jack Monro,5
Scarlet Witch / Wanda,Scanner Ii,5
