node,type
DRSTR2 44,comic
DRSTR2 45,comic
DRSTR2 46/2,comic
DRSTR2 46,comic
DRSTR2 47,comic
DRSTR2 48,comic
DRSTR2 49,comic
DRSTR 2/4,comic
DRSTR2 4,comic
DRSTR2 50,comic
DRSTR2 51,comic
DRSTR2 52,comic
DRSTR2 53-BTS,comic
DRSTR2 53,comic
DRSTR2 54,comic
DRSTR2 55,comic
DRSTR2 56,comic
DRSTR2 57,comic
DRSTR2 58,comic
DRSTR2 59,comic
DRSTR 2/5,comic
DRSTR2 5,comic
DRSTR2 60,comic
DRSTR2 61,comic
DRSTR2 62,comic
DRSTR2 63,comic
DRSTR2 64,comic
DRSTR2 65,comic
DRSTR2 66,comic
DRSTR2 67,comic
DRSTR2 68,comic
DRSTR2 69,comic
DRSTR2 6,comic
DRSTR2 70,comic
DRSTR2 71,comic
DRSTR2 72,comic
DRSTR2 73,comic
DRSTR2 74,comic
DRSTR2 75,comic
DRSTR2 76,comic
DRSTR2 77,comic
DRSTR2 78,comic
DRSTR2 79,comic
DRSTR2 7,comic
DRSTR2 80,comic
DRSTR2 81,comic
DRSTR2 84,comic
DRSTR2 8,comic
DRSTR2 9,comic
DRSTR 2,comic
DRSTR3 10,comic
DRSTR3 11,comic
DRSTR3 12,comic
DRSTR3 13,comic
DRSTR3 14,comic
DRSTR3 15,comic
DRSTR3 16,comic
DRSTR3 17,comic
DRSTR3 18,comic
DRSTR3 19,comic
DRSTR3 1,comic
DRSTR3 20,comic
DRSTR3 21/2,comic
DRSTR3 21,comic
DRSTR3 22/2,comic
DRSTR3 22,comic
DRSTR3 23/2,comic
DRSTR3 23,comic
DRSTR3 24,comic
DRSTR3 25,comic
DRSTR3 26,comic
DRSTR3 27,comic
DRSTR3 28,comic
DRSTR3 29,comic
DRSTR3 2,comic
DRSTR3 30,comic
DRSTR3 31/2,comic
DRSTR3 31,comic
DRSTR3 32/2,comic
DRSTR3 32,comic
DRSTR3 33/2,comic
DRSTR3 33/3,comic
DRSTR3 33,comic
DRSTR3 34,comic
DRSTR3 35,comic
DRSTR3 36,comic
DRSTR3 37,comic
DRSTR3 38,comic
DRSTR3 39,comic
DRSTR3 3,comic
DRSTR3 40,comic
DRSTR3 41,comic
DRSTR3 42,comic
DRSTR3 43,comic
DRSTR3 44,comic
DRSTR3 45,comic
DRSTR3 46,comic
DRSTR3 47,comic
DRSTR3 48,comic
DRSTR3 49,comic
DRSTR 3/4,comic
DRSTR3 4,comic
DRSTR3 50,comic
DRSTR3 5,comic
DRSTR3 60,comic
DRSTR3 61,comic
DRSTR3 6/2,comic
DRSTR3 62,comic
DRSTR3 63,comic
DRSTR3 64,comic
DRSTR3 65,comic
DRSTR3 66,comic
DRSTR3 67,comic
DRSTR3 68,comic
DRSTR3 69,comic
DRSTR3 6,comic
DRSTR3 70,comic
DRSTR3 71,comic
DRSTR3 72,comic
DRSTR3 73,comic
DRSTR3 74,comic
DRSTR3 75,comic
DRSTR3 76,comic
DRSTR3 77,comic
DRSTR3 78,comic
DRSTR3 79,comic
DRSTR3 7,comic
DRSTR3 80,comic
DRSTR3 81,comic
DRSTR3 8/2,comic
DRSTR3 82,comic
DRSTR3 83,comic
DRSTR3 84,comic
DRSTR3 85,comic
DRSTR3 86,comic
DRSTR3 87,comic
DRSTR3 88,comic
DRSTR3 89,comic
DRSTR3 8,comic
DRSTR3 90,comic
DRSTR3 9,comic
DRSTR4 1,comic
DRSTR 4/2,comic
DRSTR4 2,comic
DRSTR4 3,comic
DRSTR4 4,comic
DRSTR 4,comic
DR. STRANGE DOPPELGA,hero
DR. STRANGE | MUTANT,hero
DR. STRANGER YET,hero
DR. STRANGE/STEPHEN,hero
DR. SUN,hero
DR. SYNNE,hero
DRUID 1,comic
DRUID,comic
DRUID/DREDMUND CROMW,hero
DRUIG,hero
"DRUMM, COLLETTE",hero
"DRUMM, JERICHO",hero
DR. VAULT,hero
DR. VOLKH/VLADIMIR O,hero
DRY,hero
DR. ZEUS,hero
DS 1,comic
DS 2/5,comic
DS 2,comic
DS 3,comic
DS 4,comic
DSDDGB,comic
DSDDGN,comic
D'SPAYRE,hero
D'SPRYTE,hero
DS:WDS,comic
DTSTR3 16/2,comic
"DUBOIS, DR. CLAUDIA",hero
"DUBOIS, HERVE",hero
"DUBOIS, NOAH",hero
DUCHARME,hero
"DUCRESTE, ABRIAN",hero
"DUFFY, SGT. MIKE",hero
"DUGAN, DUM DUM | MUT",hero
"DUGAN, TIMOTHY ALOYI",hero
DULB,hero
"DULTRY, MARGARET",hero
"DUNCAN, FRED",hero
"DUNER, MAJOR",hero
"DUNHAM, LAURA",hero
"DUNLEAVY, GEN. ARLEN",hero
"DURAN, CONAL",hero
DUSK,hero
DUSK III,hero
"DUVALL, SNAKY",hero
DWELLER IN DARKNESS,hero
D'WON,hero
"DWORMAN, JIM",hero
"DWYER, MARISSA",hero
DYNA-MITE/ROGER AUBR,hero
E 10,comic
E 11,comic
E 12,comic
E 13,comic
E 14,comic
E 15,comic
E 16,comic
E 17,comic
E 18,comic
E 19,comic
E 1,comic
E2 10,comic
E2 11,comic
E2 12,comic
E2 1,comic
E2 2,comic
E2 3,comic
E2 4,comic
E2 5,comic
E2 6,comic
E2 7,comic
E2 8,comic
E2 9,comic
E 2,comic
E 3,comic
E 4,comic
E 5,comic
E 6,comic
E 7,comic
E 8,comic
E 9,comic
E:A 1,comic
E:A 2,comic
E:A 3,comic
E:A 4,comic
E:A 5,comic
E:A 6,comic
E:A 7,comic
E:A 8,comic
"EARLE, CARYN",hero
EARTH-LORD/KYLE BROC,hero
EARTHQUAKE,hero
EBONY,hero
ECCE [WATCHER],hero
ECHO/MAYA LOPEZ,hero
ECLECTA/,hero
ECLIPTIC,hero
ECSTACY/MME. RENE DE,hero
EDDA,hero
"EDGERTON, GAYLE",hero
"EDGERTON, MR.",hero
EDITOR,hero
"EDWARDS, MARTIN/DR.",hero
EELAK,hero
EEL II/EDWARD LAVELL,hero
EEL III,hero
EEL/LEOPOLD STRYKE,hero
EENY,hero
EFFIGY/LT. VELMAX/JA,hero
EGGHEAD/PROF. ELIHAS,hero
EGMA,hero
EGO,hero
EGO-PRIME,hero
E:HEROD,comic
"EHMAN, HEIDI",hero
EIGHTBALL,hero
EILIF DRAGONSLAYER,hero
"EISMAN, BETTY",hero
EITRI,hero
EJULP,hero
EKAK,hero
EL AGUILA,hero
ELAMRON,hero
ELATHAN,hero
EL CONQUISTADOR,hero
ELECTRA,hero
ELEC'TRIX/,hero
ELECTRO/MAX DILLON,hero
ELECTRON,hero
ELECTRYON,hero
ELEJEA,hero
ELEK 11,comic
ELEK 12,comic
ELEK 13,comic
ELEK 14,comic
ELEK 15,comic
ELEK 16,comic
ELEK 17,comic
ELEK 18,comic
ELEK 19,comic
ELEK 1,comic
ELEK2 1,comic
ELEKTRA/ELEKTRA NATC,hero
ELEKTRA | MUTANT X-V,hero
"EL GIBAR, ACHMED",hero
ELITE/,hero
EL JAGUAR,hero
"ELLENTHORPE, MARIAH",hero
"ELLINGTON, DR./TRAVI",hero
"ELLIS, KEN",hero
ELO,hero
ELSIE DEE,hero
EL TIGRE,hero
EL TORO NEGRO/SERGIO,hero
EL TORO ROJO,hero
EL UNO,hero
EL VAMPIRO,hero
ELWOOD,hero
ELYSIA,hero
ELYSIUS,hero
EMBER,hero
EMPATH/MANUEL ALFONS,hero
EMPLATE/MARIUS ST. C,hero
EMPRESS R'KILL [SKRU,hero
EMPRESS S'BYLL [SKRU,hero
ENCHANTER,hero
ENCHANTRESS/AMORA/HE,hero
"ENDO, DR. SUZI",hero
ENFORCER/DELAZNY,hero
"ENGLEHART, STEVE",hero
ENRAGED,hero
ENRAKT,hero
ENT,hero
ENTITY,hero
ENTITY II,hero
EON,hero
EPHESUS,hero
EPICI 1,comic
EPOCH,hero
"EPSTEIN, MORRIS",hero
"EPSTEIN, MRS.",hero
"EPSTEIN, PROF. NORA",hero
"EPURER, GISCARD",hero
EQUILIBRIUS,hero
EQUINOX/TERRY SORENS,hero
ERBIUM,hero
ERG,hero
ERIC THE RED II,hero
ERIC THE RED [SHI'AR,hero
ERISHKIGEL,hero
ERISHKIGEL II/HOLLY,hero
E:ROE 3,comic
EROS,hero
"ERWIN, CLYTEMNESTRA",hero
"ERWIN, MORLEY",hero
ESON [CELESTIAL],hero
ESON II,hero
ESSEX,hero
"ESSEX, REBECCA",hero
"ESTAVES, DR. ROSA",hero
"ESTAVES, MARIE",hero
ETERNAL BRAIN/PROFES,hero
ETERNITY/ADAM QADMON,hero
ETUBAN,hero
"ETZION, GENERAL",hero
EUROPIUM,hero
"EVANS, DORIS",hero
"EVE 3,031",hero
"EVERETT, BILL",hero
EVER,hero
EVERWRAITH/,hero
EVERY-MAN,hero
EVILHAWK/DARGIN BOKK,hero
EXALTED ONE,hero
EXALT,hero
EXECUTIONER,hero
EXECUTIONER III/BRUT,hero
EXECUTIONER II/SKURG,hero
EXECUTIONER IV,hero
EXECUTIONER V,hero
"EXETER, LT.",hero
EXILE,hero
EXITAR,hero
EXODUS/BENNET DUPARI,hero
EXPEDITER II/ZOE CUL,hero
EXPEDITER/JOHN WRAIT,hero
EZEKEEL,hero
F/A 1,comic
FA 1,comic
F/A 2,comic
FA 2,comic
FA 3,comic
FA 4,comic
FA 5,comic
FA 6,comic
FA 7,comic
FA 8,comic
FACADE,hero
FACE/COL. EISEN,hero
FAGIN,hero
FAHE,hero
"FAIRMONT, AMANDA MAN",hero
"FAIRMONT, HANNAH",hero
FAITH,hero
FAL 3,comic
FAL 4,comic
FALC 1,comic
FALC 2,comic
FALC 3,comic
FALC 4,comic
FALCONA [INHUMAN],hero
"FALCONER, CALVIN",hero
FALCON/SAM WILSON,hero
"FALK, DR. JENNIE",hero
FALLEN | MUTANT X-VE,hero
"FALLON, HOWARD",hero
"FALLON, MEG",hero
"FALLON, RIGBY",hero
"FALSWORTH, KENNETH",hero
FALZON,hero
FAMINE/AUTUMN ROLFSO,hero
FAMINE | MUTANT X-VE,hero
FANCY DAN,hero
FANDRAL [ASGARDIAN],hero
FANDRAL | MUTANT X-V,hero
FANG,hero
FANG II,hero
FANG III,hero
FANTASIA,hero
FANTASMA,hero
FARAHD,hero
"FARGO, FLAGG",hero
FAROUK,hero
"FARREL, MIKE",hero
FATALE/PAMELA GREENW,hero
"FATE, IAN",hero
FATHER TIME,hero
FATH,hero
"FAVERSHAM, DAPHNE",hero
FAWKES,hero
"FAWN, FELICIA",hero
FAYRELYTE STRONGHEAR,hero
FAZE,hero
FEAR EATER/KKALLAKKU,hero
"FEIFFER, DEPUTY BEAU",hero
"FELDSTADT, DR. HANS",hero
FENRIS,hero
"FENSTER, RICHARD",hero
"FENTON, BARNEY",hero
FENWAY,hero
FERA,hero
FERAL/MARIA CALLASAN,hero
FER DE LANCE/TERESA,hero
"FERGUSON, ISABEL",hero
FEROCIA/,hero
FERON,hero
"FERRARI, CONNIE",hero
FERRIS,hero
FERRO2,hero
FEUER,hero
FEVER PITCH/,hero
FF '00/2,comic
FF '00,comic
FF '01/2,comic
FF '01,comic
FF 100,comic
FF 101,comic
FF 102,comic
FF 103,comic
FF 104,comic
FF 105,comic
FF 106,comic
FF 107,comic
FF 108,comic
FF 109,comic
FF 10,comic
FF 110,comic
FF 111,comic
FF 11/2,comic
FF 112,comic
FF 113,comic
FF 114,comic
FF 115,comic
FF 116,comic
FF 117,comic
FF 118/2,comic
FF 118,comic
FF 119,comic
FF 11,comic
FF 120,comic
FF 121,comic
FF 122,comic
FF 123,comic
FF 124,comic
FF 125,comic
FF 126,comic
FF 127,comic
FF 128,comic
FF 129,comic
FF 1/2,comic
FF 12,comic
FF 130,comic
FF 131,comic
FF 132,comic
FF 133,comic
FF 134,comic
FF 135,comic
FF 136,comic
FF 137,comic
FF 138,comic
FF 139,comic
FF 13,comic
FF 140,comic
FF 141,comic
FF 142,comic
FF 143,comic
FF 144,comic
FF 145,comic
FF 146,comic
FF 147,comic
FF 148,comic
FF 149,comic
FF 14,comic
FF 150,comic
FF 151,comic
FF 15/2,comic
FF 152,comic
FF 153,comic
FF 154,comic
FF 155,comic
FF 156,comic
FF 157,comic
FF 158,comic
FF 159,comic
FF 15,comic
FF 160,comic
FF 161,comic
FF 162,comic
FF 163,comic
FF 164,comic
FF 165,comic
FF 166,comic
FF 167,comic
FF 168,comic
FF 169,comic
FF 16,comic
FF 170,comic
FF 171,comic
FF 172,comic
FF 173,comic
FF 174,comic
FF 175,comic
FF 176,comic
FF 177,comic
FF 178,comic
FF 179,comic
FF 17,comic
FF 181,comic
FF 182,comic
FF 183,comic
FF 184,comic
FF 185,comic
FF 186,comic
FF 187,comic
FF 188,comic
FF 18,comic
FF 190,comic
FF 191,comic
FF 192,comic
FF 193,comic
FF 194,comic
FF 195,comic
FF 196,comic
FF 197,comic
FF 198,comic
FF 199,comic
FF 19-BTS,comic
FF 19,comic
FF 1,comic
FF 200,comic
FF 201,comic
FF 202,comic
FF 203,comic
FF 204,comic
FF 205,comic
FF 206,comic
FF 207,comic
FF 208,comic
FF 209,comic
FF 20,comic
FF 210,comic
FF2 10,comic
FF 211,comic
FF2 11,comic
FF 21/2,comic
FF 212,comic
FF2 12,comic
FF 21/3,comic
FF 213,comic
FF 214,comic
FF 215,comic
FF 216,comic
FF 217,comic
FF 218,comic
FF 219,comic
FF 21,comic
FF2 1,comic
FF 220,comic
FF 221,comic
FF 22/2,comic
FF 222,comic
FF2 22,comic
FF 223,comic
FF 224,comic
FF 225,comic
FF 226,comic
FF 227,comic
FF 228,comic
FF 229,comic
FF 2/2,comic
FF 22,comic
FF2 2,comic
FF 230,comic
FF 231,comic
FF 23/2,comic
FF 232,comic
FF 23/3,comic
FF 233,comic
FF 234,comic
FF 235,comic
FF 236,comic
FF 237,comic
FF 238/2,comic
FF 238,comic
FF 239,comic
FF 23,comic
FF2 3,comic
FF 240,comic
FF 241,comic
FF 24/2,comic
FF 242,comic
FF 24/3,comic
FF 243,comic
FF 244,comic
FF 245,comic
FF 246,comic
FF 247,comic
FF 248,comic
FF 249,comic
FF 24,comic
FF2 4,comic
FF 250,comic
FF 251,comic
FF 25/2,comic
FF 252,comic
FF 25/3,comic
FF 253,comic
FF 25/4,comic
FF 254,comic
FF 25/5,comic
FF 255,comic
FF 256,comic
FF 257,comic
FF 258,comic
FF 259,comic
FF 25,comic
FF2 5,comic
FF 260,comic
FF 261,comic
FF 262,comic
FF 263,comic
FF 264,comic
FF 265,comic
FF 266,comic
FF 267,comic
FF 268,comic
FF 269,comic
FF 26,comic
FF2 6,comic
FF 270,comic
FF 271,comic
FF 27/2,comic
FF 272,comic
FF 273,comic
FF 274,comic
FF 275/2,comic
FF 275,comic
FF 276,comic
FF 277,comic
FF 278,comic
FF 279,comic
FF 27,comic
FF2 7,comic
FF 280,comic
FF 281,comic
FF 282,comic
FF 283,comic
FF 284,comic
FF 285,comic
FF 286,comic
FF 287,comic
FF 288,comic
FF 289,comic
FF 28,comic
FF2 8,comic
FF 290,comic
FF 291,comic
FF 292,comic
FF2 9/2,comic
FF 293,comic
FF 294,comic
FF 295,comic
FF 296,comic
FF 297,comic
FF 298,comic
FF 299,comic
FF 29,comic
FF2 9,comic
FF 2,comic
FF 300,comic
FF 301,comic
FF 302,comic
FF 303,comic
FF 304,comic
FF 305,comic
FF 306,comic
FF 307,comic
FF 308,comic
FF 309,comic
FF 30,comic
FF 310,comic
FF3 10,comic
FF 311,comic
FF3 11,comic
FF 312,comic
FF3 12,comic
FF 313,comic
FF3 13,comic
FF 314,comic
FF3 14,comic
FF 315,comic
FF3 15,comic
FF 316,comic
FF3 16,comic
FF 317,comic
FF3 17,comic
FF 318,comic
FF3 18,comic
FF 319,comic
FF3 19,comic
FF 31,comic
FF3 1,comic
FF 320,comic
FF3 20,comic
FF 321,comic
FF3 21,comic
FF 322,comic
FF3 22,comic
FF 323,comic
FF3 23,comic
FF 324,comic
FF3 24,comic
FF 325,comic
FF3 25,comic
FF 326,comic
FF3 26,comic
FF 327,comic
FF3 27,comic
FF 328,comic
FF3 28,comic
FF 329,comic
FF3 29,comic
FF 32,comic
FF3 2,comic
FF 330,comic
FF3 30,comic
FF 331,comic
FF3 31,comic
FF 332,comic
FF3 32,comic
FF 333,comic
FF3 33,comic
FF 334,comic
FF3 34,comic
FF 335,comic
FF3 35,comic
FF 336,comic
FF3 36,comic
FF 337,comic
FF3 37,comic
FF 338,comic
FF3 38,comic
FF 339,comic
FF3 39,comic
FF 33,comic
FF3 3,comic
FF 340,comic
FF3 40,comic
FF 341,comic
FF3 41,comic
FF 342,comic
FF3 42,comic
FF 343,comic
FF3 43,comic
FF 344,comic
FF3 44,comic
FF 345,comic
FF3 45,comic
FF 346,comic
FF 347,comic
FF 348,comic
FF 349,comic
FF 34,comic
FF3 4,comic
FF 350,comic
FF 351,comic
FF 352,comic
FF 353,comic
FF 354,comic
FF 355,comic
FF 356,comic
FF 357,comic
FF 358/2,comic
FF 358,comic
FF 359,comic
FF 35,comic
FF3 5,comic
FF 360,comic
FF 361,comic
FF 362,comic
FF 363,comic
FF 364,comic
FF 365,comic
FF 366,comic
FF 367,comic
FF 368,comic
FF 369,comic
FF 36,comic
FF3 6,comic
FF 370,comic
FF 371,comic
FF 372,comic
FF 373,comic
FF 377,comic
FF 378,comic
FF 37,comic
FF3 7,comic
FF 381,comic
FF 384,comic
FF 388,comic
FF 389,comic
FF 38,comic
FF3 8,comic
FF 390,comic
FF 391,comic
FF 392,comic
FF 393,comic
FF 394,comic
FF 395,comic
FF 396,comic
FF 397,comic
FF 398,comic
FF 399,comic
FF 39,comic
FF3 9,comic
FF 3,comic
FF 400/2,comic
FF 400,comic
FF 401,comic
FF 402,comic
FF 403,comic
FF 404,comic
FF 405,comic
FF 406,comic
FF 407,comic
FF 408,comic
FF 409,comic
FF 40,comic
FF 410,comic
FF 411,comic
FF 412,comic
FF 413,comic
FF 414,comic
FF 415,comic
FF 416/2,comic
FF 416,comic
FF 41,comic
FF 42,comic
FF 43,comic
FF 44,comic
FF 45,comic
FF 46,comic
FF 47,comic
FF 48,comic
FF 49,comic
FF 4,comic
FF 50,comic
FF 51,comic
FF 5/2,comic
FF 52,comic
FF 53,comic
FF 54,comic
FF 55,comic
FF 56,comic
FF 57,comic
FF 58,comic
FF 59,comic
FF 5,comic
FF 60,comic
FF 61,comic
FF 62,comic
FF 63,comic
FF 64,comic
FF 65,comic
FF 66,comic
FF 67,comic
FF 68,comic
FF 69,comic
FF 6,comic
FF 70,comic
FF 71,comic
FF 72,comic
FF 73,comic
FF 74,comic
FF 75,comic
FF 76,comic
FF 77,comic
FF 78,comic
FF 79,comic
FF 7,comic
FF 80,comic
FF 81,comic
FF 82,comic
FF 83,comic
FF 84,comic
FF 85,comic
FF 86,comic
FF 87,comic
FF 88,comic
FF 89,comic
FF 8,comic
FF 90,comic
FF 91,comic
FF 92,comic
FF 93,comic
FF 94,comic
FF 95,comic
FF 96,comic
FF 97,comic
FF 98,comic
FF '99,comic
FF 99,comic
FF 9,comic
FFOR 10/2,comic
FFOR 10,comic
FFOR 11,comic
FFOR 12,comic
FFOR 13,comic
FFOR 14,comic
FFOR 15,comic
FFOR 16,comic
FFOR 17,comic
FFOR 1,comic
FFOR 2,comic
FFOR 3,comic
FFOR 4,comic
FFOR 5,comic
FFOR 6,comic
FFOR 7,comic
FFOR 8,comic
FFOR 9,comic
FFU 10,comic
FFU 11/2,comic
FFU 11,comic
FFU 12,comic
FFU 6,comic
FFU 7,comic
FFU 8,comic
FFU 90,comic
FFU 9,comic
FFUP 1,comic
FFUP 2,comic
FFUP 3,comic
FFV.X 1,comic
FFVX 1,comic
FFV.X 2,comic
FFVX 2,comic
FFV.X 3,comic
FFVX 3,comic
FFV.X 4,comic
FFVX 4,comic
"FIDDLER, BARNEY",hero
FIELDER,hero
"FIELDING, CLARENCE",hero
"FIELDS, MARJORIE",hero
"FIELDS, PROF. WILLIA",hero
"FIELDS, TODD",hero
FIELDSTONE/,hero
"FIELDS, TRACI",hero
"FIELSTEIN, FIREWORKS",hero
FIFOLET,hero
"FILLMORE, BETTY",hero
"FILLMORE, GARRET",hero
"FILLMORE, SHERIFF DO",hero
FIM,hero
FIN FANG FOOM/MIDGAR,hero
FIN FANG FOOM | MUTA,hero
FIN/PETER NOBLE,hero
FIREARM/,hero
FIREBALLS/JACK FARLE,hero
FIREBIRD/BONITA JUAR,hero
FIREBOLT,hero
FIREBRAND/GARY GILBE,hero
FIREBRAND II/BROXTEL,hero
FIREBRAND III/RICHAR,hero
FIREBUG/,hero
FIRE EATER/TOMAS,hero
FIREFALL II,hero
FIREFALL III/ARCHIE,hero
FIREFALL IV/TARN,hero
FIREFALL/KARAS,hero
FIREFIGHT/,hero
FIREFIST II/,hero
FIREFIST/RUSTY COLLI,hero
FIREFLY,hero
FIREFLY II,hero
FIRELORD/PYREUS KRIL,hero
FIRESTAR/ANGELICA JO,hero
FIRESTAR DOPPELGANGE,hero
FIRESTAR | MUTANT X-,hero
FIRESTRIKE/DALTON BE,hero
FIREWALL/THEARY/MIN,hero
"FISHER, PROF. FRANCE",hero
"FISHMAN, DR. JONATHA",hero
"FISK, VANESSA",hero
FIST/,hero
FITCH/,hero
"FITZGERALD, KENNY",hero
"FITZGERALD, MOLLY",hero
"FITZPATRICK, WILL",hero
"FITZROY, TREVOR",hero
FIXER II/PAUL NORBER,hero
FIXER/SWEENEY,hero
FIXX,hero
FIZGIG/,hero
FIZ [SKRULL],hero
FLAG-SMASHER,hero
FLAMBE/,hero
FLAME,hero
FLAME II,hero
FLARE/,hero
FLASH/BARRY ALLEN/BU,hero
FLATIRON/RUSSELL,hero
FLATMAN,hero
"FLEET, JONAS",hero
"FLEET, TAMARA",hero
"FLEMING, PHILIP",hero
FLEX/ADRIAN CORBO,hero
FLINCH/,hero
"FLINN, LANCELOT LANC",hero
"FLINT, LT.",hero
FLO,hero
"FLORESCU, ANTON",hero
"FLORES, DAHLIA",hero
"FLORES, JAMIE",hero
"FLORES, SHANICE",hero
FLUFFY,hero
FLUX/PRIVATE BENNY T,hero
FLY,hero
FLYING DUTCHMAN,hero
FLYING FOX,hero
FLYING TIGER,hero
FLYNN,hero
FMON 10,comic
FMON 11,comic
FMON 12,comic
FMON 13,comic
FMON 14,comic
FMON 15,comic
FMON 16,comic
FMON 17,comic
FMON 18,comic
FMON 6,comic
FMON 7,comic
FMON 8,comic
FMON 9,comic
"FOGELSTROM, HIRAM",hero
"FOGG, ARCHIMEDES ARC",hero
FOGG/THOMAS FOGG,hero
FOLD,hero
"FONDOZZI, MICKEY",hero
"FONG, DR. CHARLES WA",hero
"FONG, KATY",hero
"FONG, LI",hero
"FONTAINE, CINDER",hero
FONTANELLE/GLORIA DA,hero
"FONTREAUX, GUY",hero
FOOL 10,comic
FOOL 1,comic
FOOL 2,comic
FOOL 3,comic
FOOL 4,comic
FOOL 5,comic
FOOL 6,comic
FOOL 7,comic
FOOL 8,comic
FOOL 9,comic
FOOL,hero
FOOLKILLER II/GREG S,hero
FOOLKILLER III/KURT,hero
FOOLKILLER/ROSS EVER,hero
FORCE/CLAYTON WILSON,hero
"FORD, GERALD",hero
FORD,hero
FOREARM,hero
FOREIGNER/RAFAEL BAS,hero
FORGE | EARTH 998,hero
FORGE,hero
FORGE | MUTANT X-VER,hero
FORGOTTEN ONE/GILGAM,hero
FOROPULIST,hero
"FORRESTER, CAPT. ALE",hero
"FORRESTER, DR. CEDRI",hero
"FORTHWARD, KENT",hero
"FORTUNATO, GIACOMO J",hero
FORTUNATO,hero
"FORTUNATO, JAMES",hero
"FORTUNATO, MARY",hero
"FORTUNE, DOMINIC",hero
FORTUNE,hero
FOUNDRY,hero
"FOWLER, RED",hero
FOXBAT,hero
FOXFIRE/OLIVIA UNDER,hero
"FOX, PHIL",hero
FRANK 16,comic
"FRANKENSTEIN, BASIL",hero
FRANKENSTEIN MONSTER,hero
FRANKENSURFER/BORGO,hero
FRANKIE THE FISH,hero
"FRANKLIN, JEREMY",hero
FRANK MON 18,comic
"FRASER, DET. KATE",hero
FREAK QUINCY,hero
FREDD,hero
"FREDERICKS, GENERAL",hero
"FREDERICKSON, KOLINA",hero
"FREEMAN, DEREK",hero
"FREEMAN, DUANE JEROM",hero
FREE SPIRIT/CATHY WE,hero
FRENCHIE/JEAN-PAUL D,hero
FRIDAY,hero
"FRIEDLANDER, SHARON",hero
FRIGGA,hero
FROG MAN/FROG LE BLA,hero
FROG-MAN II/EUGENE P,hero
FROH,hero
"FROST, ADRIENNE",hero
FROSTBITE/DR. SLOANE,hero
"FROST, BYRON",hero
"FROST, CARMILLA",hero
"FROST, CORDELIA",hero
"FROST, DEACON",hero
FROST,hero
FS 1,comic
FS 2,comic
FS 3,comic
FS 4,comic
"FUANARO, RENEE",hero
FUGUE,hero
"FUJIKAWA, KENJIRO",hero
"FUJIKAWA, RUMIKO",hero
"FULLERTON, MARY ELLE",hero
"FULLERTON-SMITH, CAS",hero
FU MANCHU,hero
"FUNARO, DONNA",hero
FURGAR,hero
"FURMAN, RICHARD",hero
"FURMINTZ, HARMON",hero
FURY 1,comic
"FURY, COL. NICHOLAS",hero
"FURY, DAWN",hero
"FURY, NICK II",hero
"FURY, NICK L.M.D.",hero
"FURY, NICK | MUTANT",hero
FU'SE,hero
FUSION/MARKLEY,hero
FUTURIST,hero
FW 10/2,comic
FW 10,comic
FW 11,comic
FW 12/2,comic
FW 12,comic
FW 13,comic
FW 14,comic
FW 15,comic
FW 16,comic
FW 17,comic
FW 18,comic
FW 19,comic
FW 1,comic
FW 21,comic
FW 22,comic
FW 2,comic
FW 3,comic
FW 4/2,comic
FW 4,comic
FW 5/2,comic
FW 5,comic
FW 6,comic
FW 7,comic
FW 8,comic
FW 9/2,comic
FW 9,comic
GAARD/JOHNNY STORM E,hero
GAARK,hero
GABRIEL III,hero
GADFLY/RUTH MACRAE,hero
GADRIEL,hero
GAEA,hero
GAFF/SIDNEY E. LEVIN,hero
GAIA,hero
GAL 1,comic
GAL 2,comic
GAL 3,comic
GAL 4,comic
GAL 5,comic
GAL 6,comic
GALACTUS/GALAN,hero
GALADRIEL,hero
"GALANNAN, BILL",hero
GALEN,hero
"GALEN KOR, ADMIRAL [",hero
"GALE, SHERIFF",hero
"GALLAGHER, BOB",hero
GALTUS,hero
"GALVIN, TOMMY",hero
GAM '00/2,comic
GAM '00,comic
GAM2 2,comic
GAM3 '00,comic
GAM3 11,comic
GAM3 12,comic
GAM3 13,comic
GAM3 14,comic
GAM3 15,comic
GAM3 17,comic
GAM3 19,comic
GAM3 1,comic
GAM3 20,comic
GAM3 21,comic
GAM3 22,comic
GAM3 23,comic
GAM3 24,comic
GAM3 25,comic
GAM3 2,comic
GAMBIT DOPPELGANGER,hero
GAMBIT | MUTANT X-VE,hero
GAMBIT/REMY LEBEAU,hero
"GAMBLE, GRACIE",hero
"GAMBONNO, ERNESTO",hero
"GAMBONNO, LUIGI",hero
GAMECOCK/,hero
"GAMELIN, JOHN T J.T.",hero
GAMESMASTER/JEREMY,hero
GAMMA-BURN/,hero
GAMMENON [CELESTIAL],hero
GAMORA,hero
"GANCE, TABITHA TABBY",hero
"GANGER, CARMEN",hero
"GANGER, DR. ALEXEI",hero
"GANNON, RICH",hero
"GANNON, SGT. FRANK",hero
GANTRY,hero
GANYMEDE,hero
G'ANYM,hero
"GAPON, DZHOKHAR",hero
GARABALDI,hero
GARABED/BASHUR,hero
"GARCIA, REV.",hero
GARDENER/ORD ZYONYZ,hero
"GARFIELD, MURRAY",hero
GARG 1,comic
GARG 2,comic
GARG 3,comic
GARG 4,comic
GARGOUILLE/,hero
GARGOYLE/IGOR DRENKO,hero
GARGOYLE II/ISAAC CH,hero
